slug,name,age,position,score_agg,score_defender,score_passer,score_rebounder,score_scorer,score_shooter,points_per_game_score,made_field_goals_score,offensive_win_shares_score,true_shooting_percentage_score,made_three_point_field_goals_per_game_score,field_goal_pct_score,assists_per_game_score,assist_percentage_score,rebounds_per_game_score,total_rebound_percentage_score,defensive_win_shares_score,steal_percentage_score,block_percentage_score,year,rank_player,rank_player_pct,caliber,0,1,2,3,4,labels_ordered,labels
siakapa01,Pascal Siakam,26,POWER FORWARD,3.6944684944684942,0.7338564213564214,0.8724747474747474,0.7291065416065416,0.8949134199134199,0.46411736411736415,0.3653679653679654,0.27049062049062045,0.25905483405483404,0.1394660894660895,0.22318422318422318,0.10146705146705147,0.44546657046657046,0.427008177008177,0.4390933140933141,0.2900132275132275,0.4239117364117364,0.15270262145262145,0.1572420634920635,2021,37.0,0.9047619047619048,star,scorer,passer,defender,rebounder,shooter,"scorer,passer,defender,rebounder,shooter","['scorer', 'passer', 'defender']"
valanjo01,Jonas Valanciunas,28,CENTER,3.6662396480331263,0.5999755578559927,0.589544513457557,0.9764348976305498,0.8881728778467908,0.6121118012422361,0.3447895100069013,0.2748447204968944,0.26853864734299515,0.3062226823096389,0.15032206119162642,0.1555670577409708,0.3173740510697033,0.2721704623878537,0.4914308718656545,0.4850040257648953,0.4317201518288475,0.04823729008511617,0.12001811594202899,2021,38.0,0.9021164021164021,star,rebounder,scorer,shooter,defender,passer,"rebounder,scorer,shooter,defender,passer","['rebounder', 'scorer', 'shooter']"
haywago01,Gordon Hayward,30,SMALL FORWARD,3.664279791518598,0.5909095396035695,0.8385404327568506,0.6907871357498223,0.8609067756455816,0.6831359077627734,0.35230987917555084,0.2614546316038853,0.24714226486614546,0.25541735765616363,0.29917870962647086,0.128539840480139,0.42956842770275605,0.4089720050540946,0.40670654663191974,0.28408058911790257,0.3542999289267946,0.16164465371554923,0.07496495696122563,2021,39.0,0.8994708994708994,star,scorer,passer,rebounder,shooter,defender,"scorer,passer,rebounder,shooter,defender","['scorer', 'passer', 'rebounder']"
lowryky01,Kyle Lowry,34,POINT GUARD,3.663913690476191,0.5323660714285714,0.8988921957671957,0.7403273809523809,0.7546957671957673,0.7376322751322751,0.31560846560846567,0.19841269841269843,0.24067460317460318,0.2957671957671958,0.3535714285714286,0.08829365079365079,0.4656084656084656,0.4332837301587301,0.41005291005291,0.3302744708994709,0.3468915343915344,0.10734953703703703,0.078125,2021,40.0,0.8968253968253969,star,passer,scorer,rebounder,shooter,defender,"passer,scorer,rebounder,shooter,defender","['passer', 'scorer', 'rebounder']"
plumlma01,Mason Plumlee,30,CENTER,3.6425882792730615,0.7167946284794111,0.8572722567287785,0.8681561996779388,0.6879428341384863,0.5124223602484472,0.2317920404876927,0.2076173222912353,0.24853347135955828,0.31387163561076603,0.0350701633310329,0.1634805613066483,0.4306130664826317,0.42665919024614674,0.43737060041407866,0.4307855992638601,0.4247900851161721,0.1543377616747182,0.1376667816885208,2021,41.0,0.8941798941798942,role_player,rebounder,passer,defender,scorer,shooter,"rebounder,passer,defender,scorer,shooter","['rebounder', 'passer']"
mitchdo01,Donovan Mitchell,24,POINT GUARD,3.6255621693121696,0.6317791005291005,0.7609126984126984,0.5667989417989417,0.9490740740740741,0.7169973544973545,0.3835978835978836,0.2885912698412698,0.27688492063492065,0.23161375661375663,0.39021164021164023,0.09517195767195769,0.3915343915343915,0.36937830687830686,0.3506944444444444,0.21610449735449735,0.4621362433862434,0.09151785714285715,0.078125,2021,42.0,0.8915343915343915,role_player,scorer,passer,shooter,defender,rebounder,"scorer,passer,shooter,defender,rebounder","['scorer', 'passer']"
ingrabr01,Brandon Ingram,23,SMALL FORWARD,3.5998070165047777,0.4662476308931533,0.8870528310826818,0.5533295822474927,0.9539998420595436,0.7391771302219063,0.3818605385769565,0.29180881307746975,0.28033049040511726,0.26545052515201767,0.3482666034904841,0.12546000157940457,0.4533285951196399,0.43372423596304194,0.3635789307431099,0.18975065150438286,0.261736950169786,0.04158029297954671,0.16293038774382057,2021,43.0,0.8888888888888888,role_player,scorer,passer,shooter,rebounder,defender,"scorer,passer,shooter,rebounder,defender","['scorer', 'passer']"
williro04,Robert Williams,23,CENTER,3.592546583850932,0.8875661375661377,0.6611743731308949,0.8318668046928916,0.5822751322751323,0.6296641361858754,0.16264090177133655,0.1623878536922015,0.2572463768115942,0.39630779848171155,0.0350701633310329,0.1982861743731309,0.30483666896710376,0.3563377041637911,0.3704278812974465,0.4614389233954451,0.41159132735219695,0.2302593742811134,0.24571543593282724,2021,44.0,0.8862433862433863,role_player,defender,rebounder,passer,shooter,scorer,"defender,rebounder,passer,shooter,scorer","['defender', 'rebounder']"
goberru01,Rudy Gobert,28,CENTER,3.546626984126984,0.7871951920864964,0.3001782838739361,0.9742926155969633,0.8750805152979066,0.6098803772716817,0.3194386933517368,0.2603951000690131,0.29524672187715667,0.3802162410858063,0.0350701633310329,0.19459397285484242,0.2211726478030826,0.07900563607085347,0.49571543593282724,0.47857717966413615,0.5,0.04823729008511617,0.23895790200138026,2021,45.0,0.8835978835978836,role_player,rebounder,scorer,defender,shooter,passer,"rebounder,scorer,defender,shooter,passer","['rebounder', 'scorer']"
portemi01,Michael Porter Jr.,22,SMALL FORWARD,3.530988904682935,0.656222853984048,0.14326680091605465,0.9233297796730633,0.880273236989655,0.9278962331201138,0.3419173971412778,0.2650823264629235,0.2732735133854537,0.38397694069335864,0.35794045644791916,0.185978835978836,0.11809010503040354,0.025176695885651107,0.4737818842296454,0.44954789544341783,0.39256100450130305,0.04158029297954671,0.22208155650319827,2021,46.0,0.8809523809523809,role_player,shooter,rebounder,scorer,defender,passer,"shooter,rebounder,scorer,defender,passer","['shooter', 'rebounder']"
